"name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
"East Side Texan Charmer",93230,"Kat",null,78722,30.29175,-97.71228,"Private room",200,3,1,"2015-03-18",0.01,1,0,0,null
"Red River Cultural District Loft",15433124,"Charley",null,78701,30.27065,-97.73551,"Entire home/apt",500,2,3,"2015-11-09",0.04,1,0,0,null
"Modern 3  (or 4 bdrm) 1 mi. to dwtn",5053699,"Michael",null,78741,30.23721,-97.73369,"Entire home/apt",285,2,6,"2016-04-23",0.08,1,0,0,null
"Great Hyde Park Loc during SXSW!",28073297,"Ryan",null,78756,30.31153,-97.74386,"Entire home/apt",175,1,2,"2015-03-23",0.02,1,0,0,null
"""Sleeps 10, 5 beds, Central Austin""",28102056,"Ward",null,78723,30.30581,-97.68605,"Entire home/apt",689,2,10,"2016-04-24",0.13,1,0,0,null
"Zilker spacious bedroom - sleeps up to 4",11403875,"Ashley",null,78704,30.25447,-97.76668,"Private room",109,2,23,"2020-03-11",0.45,3,1,0,null
"""Backyard Cottage - SXSW, ACL, SoCo, short walk.""",27707384,"John",null,78704,30.25222,-97.75582,"Entire home/apt",189,2,98,"2021-10-10",1.61,1,221,28,null
"Private floor in new modern home",6141926,"Tom",null,78702,30.27674,-97.71591,"Private room",295,1,1,"2016-01-16",0.01,1,0,0,null
"Bouldin Jewel",13094928,"Clifton",null,78704,30.25305,-97.75891,"Entire home/apt",490,3,2,"2016-03-17",0.02,1,0,0,null
"Spacious 4/2 house ready for SXSW",28133742,"Erica",null,78745,30.22157,-97.80192,"Entire home/apt",550,1,0,null,null,1,0,0,null
"Luxury in Premium Downtown Location",18548240,"James",null,78702,30.2682,-97.72591,"Entire home/apt",739,3,157,"2021-09-26",2.17,1,76,18,null
"SXSW 1BR 1BA North Campus/Hype Park",12461557,"Hailey",null,78705,30.2975,-97.73916,"Entire home/apt",150,1,1,"2015-03-26",0.01,1,0,0,null
"""Room w/ private entry, walk to rail""",21876735,"Alex",null,78752,30.33896,-97.7122,"Private room",75,1,10,"2016-02-28",0.14,1,0,0,null
"Walk to DT: SXSW small place w yard",12830900,"Melissa",null,78702,30.27468,-97.72352,"Entire home/apt",375,2,1,"2015-03-23",0.01,1,0,0,null
"Charming East Austin Bungalow",3939878,"Gordon",null,78702,30.26491,-97.69841,"Entire home/apt",450,3,0,null,null,1,74,0,null
"10 mins from Austin downtown",14104106,"Paul",null,78731,30.35742,-97.74912,"Entire home/apt",100,1,1,"2015-03-23",0.01,1,0,0,null
"East Austin-Beautiful Private Room!",28180379,"Erin",null,78702,30.27209,-97.71456,"Private room",144,3,1,"2015-03-19",0.01,1,0,0,null
"""2 blks to Park, Springs, Trail, River; 2 mi to DT""",15219795,"Cynthia",null,78704,30.25976,-97.77286,"Entire home/apt",135,3,65,"2021-09-23",0.92,9,298,11,null
"Cozy Bright Studio Apt in SoLa",28216940,"Danielle",null,78704,30.23529,-97.78853,"Entire home/apt",250,1,0,null,null,1,0,0,null
"Master Bedroom for SXSW",28219130,"Adrian",null,78727,30.4189,-97.728,"Private room",75,1,1,"2015-03-22",0.01,1,0,0,null
"Peaceful Oasis off South Congress!",11507537,"Emily",null,78704,30.24304,-97.75468,"Entire home/apt",179,2,5,"2015-04-26",0.07,1,0,0,null
"SXSW Central Austin.",28241910,"Hugh",null,78705,30.28649,-97.7466,"Entire home/apt",375,1,0,null,null,1,0,0,null
"Private Guest House with Secluded Patio Oasis & Google Fiber",1818782,"Jeremy & Jennifer",null,78704,30.24408,-97.75785,"Entire home/apt",183,2,138,"2021-10-11",2.71,1,109,39,null
"Cozy Private Room In Hyde Park",28247016,"Hailey M",null,78751,30.30312,-97.72393,"Private room",65,1,6,"2015-07-06",0.07,1,0,0,null
"Trendy Condo with Terrace for SXSW",14504246,"Ryan",null,78705,30.2862,-97.74811,"Entire home/apt",300,1,0,null,null,1,0,0,null
"Cute South Lamar Studio Apartment",28248828,"Kathryn",null,78704,30.23487,-97.79002,"Entire home/apt",400,1,0,null,null,1,0,0,null
"""SXSW 2 Bed 1.5 Bath, House East ATX""",20529757,"Berkeley",null,78702,30.26736,-97.70446,"Private room",600,1,0,null,null,1,0,0,null
"SXSW Private Room in Co-op!",28253917,"Tyler",null,78705,30.29167,-97.74362,"Private room",250,1,0,null,null,1,0,0,null
"SXSW room & private bath (South)",28257291,"Beth",null,78745,30.22244,-97.80487,"Private room",100,1,1,"2015-03-23",0.01,1,0,0,null
"Beachy Bedroom in Central Austin Close to Downtown",27058803,"Lola",null,78723,30.31212,-97.69921,"Private room",75,3,13,"2018-03-19",0.19,2,0,0,null
"SXSW Rental 5 Minutes from DT!",3958020,"Brenna",null,78741,30.23312,-97.72817,"Entire home/apt",199,5,0,null,null,1,0,0,null
"""The Skylight Modern Industrial, Unique""",28304366,"Annemarie",null,78756,30.33321,-97.7385,"Entire home/apt",157,30,247,"2021-10-01",5.67,1,119,7,null
"Perfect walk/bike room for SXSW",5138788,"Brett",null,78703,30.27577,-97.75648,"Private room",288,1,0,null,null,1,0,0,null
"Comfy room for SXSW w/private bath!",28311879,"Ashley",null,78704,30.24597,-97.78298,"Private room",130,5,0,null,null,1,0,0,null
"Modern Downtown East Austin",28313279,"Wade",null,78702,30.27055,-97.72625,"Entire home/apt",150,2,76,"2021-10-11",1.78,1,66,13,null
"private guest house",28335988,"Lonah",null,78723,30.30901,-97.68922,"Entire home/apt",200,3,0,null,null,1,0,0,null
"3-room Living/Bed/Bath Suite in Cherrywood home!",28349306,"Margaret",null,78722,30.29252,-97.71107,"Entire home/apt",85,2,159,"2021-09-21",2.35,1,306,34,null
"Amazing east austin SXSW digs",28364076,"Marlee",null,78721,30.26974,-97.68093,"Private room",115,1,0,null,null,1,0,0,null
"Charming & bright loft near UT",1812867,"Brandon",null,78705,30.29714,-97.73593,"Entire home/apt",77,31,47,"2021-08-08",1.62,1,58,5,null
"Great Room in Townhouse (SXSW)",28373999,"Andres",null,78705,30.28967,-97.7485,"Private room",150,1,0,null,null,1,0,0,null
"Shared House in South Austin SXSW",15322303,"Peter",null,78745,30.22315,-97.77492,"Private room",250,1,0,null,null,1,0,0,null
"Beautiful 1 bedroom apt downtown",28396214,"Megan",null,78746,30.25761,-97.78865,"Entire home/apt",450,1,0,null,null,1,0,0,null
"Elm Street Bungalow - private bath & entrance",5796989,"Patrick And Catherine",null,78703,30.27904,-97.75842,"Private room",80,2,279,"2021-10-06",4.61,1,8,37,null
"""A Smart, Cozy Condo off South Lamar""",28002922,"Max",null,78704,30.24138,-97.78397,"Entire home/apt",98,60,8,"2020-08-31",0.11,6,240,0,null
